"COU","Country","POL","Pollutant","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NZL","New Zealand","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1996","1996","IDX","Index","0","Units",,,109.01,,
"NZL","New Zealand","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1997","1997","IDX","Index","0","Units",,,113.383,,
"NZL","New Zealand","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1998","1998","IDX","Index","0","Units",,,109.992,,
"NZL","New Zealand","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1999","1999","IDX","Index","0","Units",,,112.756,,
"NZL","New Zealand","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2000","2000","IDX","Index","0","Units",,,115.653,,
"NZL","New Zealand","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2001","2001","IDX","Index","0","Units",,,120.142,,
"NZL","New Zealand","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2002","2002","IDX","Index","0","Units",,,120.028,,
"NZL","New Zealand","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2003","2003","IDX","Index","0","Units",,,123.343,,
"NZL","New Zealand","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2004","2004","IDX","Index","0","Units",,,123.098,,
"NZL","New Zealand","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2005","2005","IDX","Index","0","Units",,,126.317,,
"NZL","New Zealand","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2006","2006","IDX","Index","0","Units",,,126.349,,
"NZL","New Zealand","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2007","2007","IDX","Index","0","Units",,,123.105,,
"NZL","New Zealand","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2008","2008","IDX","Index","0","Units",,,122.606,,
"NZL","New Zealand","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2009","2009","IDX","Index","0","Units",,,118.429,,
"NZL","New Zealand","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2010","2010","IDX","Index","0","Units",,,119.481,,
"NZL","New Zealand","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2011","2011","IDX","Index","0","Units",,,119.138,,
"NZL","New Zealand","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2012","2012","IDX","Index","0","Units",,,122.198,,
"NZL","New Zealand","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2013","2013","IDX","Index","0","Units",,,121.183,,
"NZL","New Zealand","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2014","2014","IDX","Index","0","Units",,,122.393,,
"NZL","New Zealand","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2015","2015","IDX","Index","0","Units",,,122.121,,
"NZL","New Zealand","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2016","2016","IDX","Index","0","Units",,,118.866,,
"NZL","New Zealand","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2017","2017","IDX","Index","0","Units",,,121.309,,
"NZL","New Zealand","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2018","2018","IDX","Index","0","Units",,,121.719,,
"NZL","New Zealand","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2019","2019","IDX","Index","0","Units",,,123.594,,
"NZL","New Zealand","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2020","2020","IDX","Index","0","Units",,,119.485,,
"NZL","New Zealand","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2021","2021","IDX","Index","0","Units",,,118.703,,
"NZL","New Zealand","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","1990","1990","KG_HAB","Kilograms per capita","3","Thousands",,,19.091,,
"NZL","New Zealand","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","1991","1991","KG_HAB","Kilograms per capita","3","Thousands",,,18.794,,
"NZL","New Zealand","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","1992","1992","KG_HAB","Kilograms per capita","3","Thousands",,,18.924,,
"NZL","New Zealand","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","1993","1993","KG_HAB","Kilograms per capita","3","Thousands",,,18.67,,
"NZL","New Zealand","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","1994","1994","KG_HAB","Kilograms per capita","3","Thousands",,,18.745,,
"NZL","New Zealand","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","1995","1995","KG_HAB","Kilograms per capita","3","Thousands",,,18.619,,
"NZL","New Zealand","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","1996","1996","KG_HAB","Kilograms per capita","3","Thousands",,,18.904,,
"NZL","New Zealand","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","1997","1997","KG_HAB","Kilograms per capita","3","Thousands",,,19.406,,
"NZL","New Zealand","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","1998","1998","KG_HAB","Kilograms per capita","3","Thousands",,,18.66,,
"NZL","New Zealand","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","1999","1999","KG_HAB","Kilograms per capita","3","Thousands",,,19.028,,
"NZL","New Zealand","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2000","2000","KG_HAB","Kilograms per capita","3","Thousands",,,19.403,,
"NZL","New Zealand","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2001","2001","KG_HAB","Kilograms per capita","3","Thousands",,,20.038,,
"NZL","New Zealand","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2002","2002","KG_HAB","Kilograms per capita","3","Thousands",,,19.674,,
"NZL","New Zealand","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2003","2003","KG_HAB","Kilograms per capita","3","Thousands",,,19.822,,
"NZL","New Zealand","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2004","2004","KG_HAB","Kilograms per capita","3","Thousands",,,19.491,,
"NZL","New Zealand","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2005","2005","KG_HAB","Kilograms per capita","3","Thousands",,,19.776,,
"NZL","New Zealand","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2006","2006","KG_HAB","Kilograms per capita","3","Thousands",,,19.542,,
"NZL","New Zealand","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2007","2007","KG_HAB","Kilograms per capita","3","Thousands",,,18.863,,
"NZL","New Zealand","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2008","2008","KG_HAB","Kilograms per capita","3","Thousands",,,18.628,,
"NZL","New Zealand","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2009","2009","KG_HAB","Kilograms per capita","3","Thousands",,,17.814,,
"NZL","New Zealand","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2010","2010","KG_HAB","Kilograms per capita","3","Thousands",,,17.774,,
"NZL","New Zealand","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2011","2011","KG_HAB","Kilograms per capita","3","Thousands",,,17.588,,
"NZL","New Zealand","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2012","2012","KG_HAB","Kilograms per capita","3","Thousands",,,17.941,,
"NZL","New Zealand","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2013","2013","KG_HAB","Kilograms per capita","3","Thousands",,,17.656,,
"NZL","New Zealand","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2014","2014","KG_HAB","Kilograms per capita","3","Thousands",,,17.539,,
"NZL","New Zealand","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2015","2015","KG_HAB","Kilograms per capita","3","Thousands",,,17.147,,
"NZL","New Zealand","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2016","2016","KG_HAB","Kilograms per capita","3","Thousands",,,16.319,,
"NZL","New Zealand","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2017","2017","KG_HAB","Kilograms per capita","3","Thousands",,,16.31,,
"NZL","New Zealand","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2018","2018","KG_HAB","Kilograms per capita","3","Thousands",,,16.075,,
"NZL","New Zealand","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2019","2019","KG_HAB","Kilograms per capita","3","Thousands",,,16.065,,
"NZL","New Zealand","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2020","2020","KG_HAB","Kilograms per capita","3","Thousands",,,15.192,,
"NZL","New Zealand","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2021","2021","KG_HAB","Kilograms per capita","3","Thousands",,,15.026,,
"NZL","New Zealand","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","1990","1990","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,25502.51,,
"NZL","New Zealand","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","1991","1991","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,26182.47,,
"NZL","New Zealand","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","1992","1992","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,28166.71,,
"NZL","New Zealand","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","1993","1993","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,27760.95,,
"NZL","New Zealand","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","1994","1994","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,27899.82,,
"NZL","New Zealand","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","1995","1995","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,28003.23,,
"NZL","New Zealand","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","1996","1996","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,29304.16,,
"NZL","New Zealand","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","1997","1997","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,31278.3,,
"NZL","New Zealand","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","1998","1998","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,29858.21,,
"NZL","New Zealand","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","1999","1999","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,31465.16,,
"NZL","New Zealand","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2000","2000","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,32245.51,,
"NZL","New Zealand","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2001","2001","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,34378.54,,
"NZL","New Zealand","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2002","2002","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,34541.61,,
"NZL","New Zealand","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2003","2003","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,36240.99,,
"NZL","New Zealand","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2004","2004","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,35835.68,,
"NZL","New Zealand","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2005","2005","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,37423.41,,
"NZL","New Zealand","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2006","2006","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,37329.52,,
"NZL","New Zealand","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2007","2007","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,36409.84,,
"NZL","New Zealand","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2008","2008","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,37508.39,,
"NZL","New Zealand","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2009","2009","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,34619.92,,
"NZL","New Zealand","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2010","2010","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,34810.38,,
"NZL","New Zealand","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2011","2011","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,34265.07,,
"NZL","New Zealand","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2012","2012","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,35944.25,,
"NZL","New Zealand","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2013","2013","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,35240.23,,
"NZL","New Zealand","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2014","2014","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,35438.01,,
"NZL","New Zealand","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2015","2015","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,35812.14,,
"NZL","New Zealand","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2016","2016","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,34153.01,,
"NZL","New Zealand","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2017","2017","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,35687.18,,
"NZL","New Zealand","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2018","2018","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,35704.2,,
"NZL","New Zealand","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2019","2019","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,36878.94,,
"NZL","New Zealand","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2020","2020","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,34237.33,,
"NZL","New Zealand","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2021","2021","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,34318,,
"NZL","New Zealand","CH4","Methane","TOTAL","Total emissions excluding LULUCF","1990","1990","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,32580.7,,
"NZL","New Zealand","CH4","Methane","TOTAL","Total emissions excluding LULUCF","1991","1991","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,32800.73,,
"NZL","New Zealand","CH4","Methane","TOTAL","Total emissions excluding LULUCF","1992","1992","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,32376.53,,
"NZL","New Zealand","CH4","Methane","TOTAL","Total emissions excluding LULUCF","1993","1993","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,32671.85,,
"NZL","New Zealand","CH4","Methane","TOTAL","Total emissions excluding LULUCF","1994","1994","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,33496.46,,
"NZL","New Zealand","CH4","Methane","TOTAL","Total emissions excluding LULUCF","1995","1995","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,33712.13,,
"NZL","New Zealand","CH4","Methane","TOTAL","Total emissions excluding LULUCF","1996","1996","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,34353.73,,
"NZL","New Zealand","CH4","Methane","TOTAL","Total emissions excluding LULUCF","1997","1997","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,35118.14,,
"NZL","New Zealand","CH4","Methane","TOTAL","Total emissions excluding LULUCF","1998","1998","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,34478.12,,
"NZL","New Zealand","CH4","Methane","TOTAL","Total emissions excluding LULUCF","1999","1999","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,34599.43,,
"NZL","New Zealand","CH4","Methane","TOTAL","Total emissions excluding LULUCF","2000","2000","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,35368.28,,
"NZL","New Zealand","CH4","Methane","TOTAL","Total emissions excluding LULUCF","2001","2001","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,35725.71,,
"NZL","New Zealand","CH4","Methane","TOTAL","Total emissions excluding LULUCF","2002","2002","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,35349.01,,
"NZL","New Zealand","CH4","Methane","TOTAL","Total emissions excluding LULUCF","2003","2003","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,35431.47,,
"NZL","New Zealand","CH4","Methane","TOTAL","Total emissions excluding LULUCF","2004","2004","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,35490.43,,
"NZL","New Zealand","CH4","Methane","TOTAL","Total emissions excluding LULUCF","2005","2005","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,35845.39,,
"NZL","New Zealand","CH4","Methane","TOTAL","Total emissions excluding LULUCF","2006","2006","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,36082.05,,
"NZL","New Zealand","CH4","Methane","TOTAL","Total emissions excluding LULUCF","2007","2007","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,35040.73,,
"NZL","New Zealand","CH4","Methane","TOTAL","Total emissions excluding LULUCF","2008","2008","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,33552.74,,
"NZL","New Zealand","CH4","Methane","TOTAL","Total emissions excluding LULUCF","2009","2009","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,33677.9,,
"NZL","New Zealand","CH4","Methane","TOTAL","Total emissions excluding LULUCF","2010","2010","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,33983.91,,
"NZL","New Zealand","CH4","Methane","TOTAL","Total emissions excluding LULUCF","2011","2011","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,34111.92,,
"NZL","New Zealand","CH4","Methane","TOTAL","Total emissions excluding LULUCF","2012","2012","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,34292.96,,
"NZL","New Zealand","CH4","Methane","TOTAL","Total emissions excluding LULUCF","2013","2013","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,34294.4,,
"NZL","New Zealand","CH4","Methane","TOTAL","Total emissions excluding LULUCF","2014","2014","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,34545.55,,
"NZL","New Zealand","CH4","Methane","TOTAL","Total emissions excluding LULUCF","2015","2015","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,34048.88,,
"NZL","New Zealand","CH4","Methane","TOTAL","Total emissions excluding LULUCF","2016","2016","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,33558.13,,
"NZL","New Zealand","CH4","Methane","TOTAL","Total emissions excluding LULUCF","2017","2017","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,33506.93,,
"NZL","New Zealand","CH4","Methane","TOTAL","Total emissions excluding LULUCF","2018","2018","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,33579.33,,
"NZL","New Zealand","CH4","Methane","TOTAL","Total emissions excluding LULUCF","2019","2019","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,33557.29,,
"NZL","New Zealand","CH4","Methane","TOTAL","Total emissions excluding LULUCF","2020","2020","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,33404.37,,
"NZL","New Zealand","CH4","Methane","TOTAL","Total emissions excluding LULUCF","2021","2021","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,33019.35,,
"NZL","New Zealand","N2O","Nitrous oxide","TOTAL","Total emissions excluding LULUCF","1990","1990","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,5706.94,,
"NZL","New Zealand","N2O","Nitrous oxide","TOTAL","Total emissions excluding LULUCF","1991","1991","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,5780.58,,
"NZL","New Zealand","N2O","Nitrous oxide","TOTAL","Total emissions excluding LULUCF","1992","1992","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,5807.66,,
"NZL","New Zealand","N2O","Nitrous oxide","TOTAL","Total emissions excluding LULUCF","1993","1993","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,6027.71,,
"NZL","New Zealand","N2O","Nitrous oxide","TOTAL","Total emissions excluding LULUCF","1994","1994","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,6240.65,,
"NZL","New Zealand","N2O","Nitrous oxide","TOTAL","Total emissions excluding LULUCF","1995","1995","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,6470.23,,
"NZL","New Zealand","N2O","Nitrous oxide","TOTAL","Total emissions excluding LULUCF","1996","1996","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,6548.29,,
"NZL","New Zealand","N2O","Nitrous oxide","TOTAL","Total emissions excluding LULUCF","1997","1997","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,6623.41,,
"NZL","New Zealand","N2O","Nitrous oxide","TOTAL","Total emissions excluding LULUCF","1998","1998","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,6559.07,,
"NZL","New Zealand","N2O","Nitrous oxide","TOTAL","Total emissions excluding LULUCF","1999","1999","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,6598.08,,
"NZL","New Zealand","N2O","Nitrous oxide","TOTAL","Total emissions excluding LULUCF","2000","2000","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,6881.3,,
"NZL","New Zealand","N2O","Nitrous oxide","TOTAL","Total emissions excluding LULUCF","2001","2001","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,7228.7,,
"NZL","New Zealand","N2O","Nitrous oxide","TOTAL","Total emissions excluding LULUCF","2002","2002","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,7297.05,,
"NZL","New Zealand","N2O","Nitrous oxide","TOTAL","Total emissions excluding LULUCF","2003","2003","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,7543.65,,
"NZL","New Zealand","N2O","Nitrous oxide","TOTAL","Total emissions excluding LULUCF","2004","2004","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,7655.07,,
"NZL","New Zealand","N2O","Nitrous oxide","TOTAL","Total emissions excluding LULUCF","2005","2005","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,7707.66,,
"NZL","New Zealand","N2O","Nitrous oxide","TOTAL","Total emissions excluding LULUCF","2006","2006","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,7461.84,,
"NZL","New Zealand","N2O","Nitrous oxide","TOTAL","Total emissions excluding LULUCF","2007","2007","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,7295.59,,
"NZL","New Zealand","N2O","Nitrous oxide","TOTAL","Total emissions excluding LULUCF","2008","2008","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,7273.78,,
"NZL","New Zealand","N2O","Nitrous oxide","TOTAL","Total emissions excluding LULUCF","2009","2009","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,7252.76,,
"NZL","New Zealand","N2O","Nitrous oxide","TOTAL","Total emissions excluding LULUCF","2010","2010","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,7390.36,,
"NZL","New Zealand","N2O","Nitrous oxide","TOTAL","Total emissions excluding LULUCF","2011","2011","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,7529.39,,
"NZL","New Zealand","N2O","Nitrous oxide","TOTAL","Total emissions excluding LULUCF","2012","2012","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,7598.67,,
"NZL","New Zealand","N2O","Nitrous oxide","TOTAL","Total emissions excluding LULUCF","2013","2013","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,7630.7,,
"NZL","New Zealand","N2O","Nitrous oxide","TOTAL","Total emissions excluding LULUCF","2014","2014","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,7892.86,,
"NZL","New Zealand","N2O","Nitrous oxide","TOTAL","Total emissions excluding LULUCF","2015","2015","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,7819.93,,
"NZL","New Zealand","N2O","Nitrous oxide","TOTAL","Total emissions excluding LULUCF","2016","2016","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,7848.8,,
"NZL","New Zealand","N2O","Nitrous oxide","TOTAL","Total emissions excluding LULUCF","2017","2017","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,7905.17,,
"NZL","New Zealand","N2O","Nitrous oxide","TOTAL","Total emissions excluding LULUCF","2018","2018","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,8030.07,,
"NZL","New Zealand","N2O","Nitrous oxide","TOTAL","Total emissions excluding LULUCF","2019","2019","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,8053.39,,
"NZL","New Zealand","N2O","Nitrous oxide","TOTAL","Total emissions excluding LULUCF","2020","2020","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,8139.56,,
"NZL","New Zealand","N2O","Nitrous oxide","TOTAL","Total emissions excluding LULUCF","2021","2021","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,7937.6,,
"NZL","New Zealand","HFC","Hydrofluorocarbons","TOTAL","Total emissions excluding LULUCF","1992","1992","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,0.29,,
"NZL","New Zealand","HFC","Hydrofluorocarbons","TOTAL","Total emissions excluding LULUCF","1993","1993","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,0.47,,
"NZL","New Zealand","HFC","Hydrofluorocarbons","TOTAL","Total emissions excluding LULUCF","1994","1994","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,12.69,,
"NZL","New Zealand","HFC","Hydrofluorocarbons","TOTAL","Total emissions excluding LULUCF","1995","1995","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,31.41,,
