"COU","Country","POL","Pollutant","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LUX","Luxembourg","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","1995","1995","PC","Percentage","0","Units",,,32.641,,
"LUX","Luxembourg","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","1996","1996","PC","Percentage","0","Units",,,30.881,,
"LUX","Luxembourg","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","1997","1997","PC","Percentage","0","Units",,,24.887,,
"LUX","Luxembourg","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","1998","1998","PC","Percentage","0","Units",,,15.291,,
"LUX","Luxembourg","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","1999","1999","PC","Percentage","0","Units",,,15.52,,
"LUX","Luxembourg","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2000","2000","PC","Percentage","0","Units",,,13.943,,
"LUX","Luxembourg","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2001","2001","PC","Percentage","0","Units",,,14.066,,
"LUX","Luxembourg","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2002","2002","PC","Percentage","0","Units",,,12.099,,
"LUX","Luxembourg","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2003","2003","PC","Percentage","0","Units",,,11.205,,
"LUX","Luxembourg","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2004","2004","PC","Percentage","0","Units",,,10.7,,
"LUX","Luxembourg","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2005","2005","PC","Percentage","0","Units",,,10.57,,
"LUX","Luxembourg","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2006","2006","PC","Percentage","0","Units",,,11.484,,
"LUX","Luxembourg","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2007","2007","PC","Percentage","0","Units",,,11.328,,
"LUX","Luxembourg","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2008","2008","PC","Percentage","0","Units",,,11.042,,
"LUX","Luxembourg","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2009","2009","PC","Percentage","0","Units",,,10.458,,
"LUX","Luxembourg","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2010","2010","PC","Percentage","0","Units",,,10.446,,
"LUX","Luxembourg","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2011","2011","PC","Percentage","0","Units",,,10.75,,
"LUX","Luxembourg","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2012","2012","PC","Percentage","0","Units",,,10.561,,
"LUX","Luxembourg","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2013","2013","PC","Percentage","0","Units",,,10.636,,
"LUX","Luxembourg","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2014","2014","PC","Percentage","0","Units",,,10.95,,
"LUX","Luxembourg","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2015","2015","PC","Percentage","0","Units",,,11.099,,
"LUX","Luxembourg","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2016","2016","PC","Percentage","0","Units",,,11.872,,
"LUX","Luxembourg","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2017","2017","PC","Percentage","0","Units",,,11.493,,
"LUX","Luxembourg","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2018","2018","PC","Percentage","0","Units",,,11.372,,
"LUX","Luxembourg","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2019","2019","PC","Percentage","0","Units",,,11.521,,
"LUX","Luxembourg","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2020","2020","PC","Percentage","0","Units",,,12.646,,
"LUX","Luxembourg","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2021","2021","PC","Percentage","0","Units",,,12.714,,
"CRI","Costa Rica","GHG","Greenhouse gases","AGR_P","3 - Agriculture (%)","1990","1990","PC","Percentage","0","Units",,,45.718,,
"CRI","Costa Rica","GHG","Greenhouse gases","AGR_P","3 - Agriculture (%)","1991","1991","PC","Percentage","0","Units",,,44.613,,
"CRI","Costa Rica","GHG","Greenhouse gases","AGR_P","3 - Agriculture (%)","1992","1992","PC","Percentage","0","Units",,,39.746,,
"CRI","Costa Rica","GHG","Greenhouse gases","AGR_P","3 - Agriculture (%)","1993","1993","PC","Percentage","0","Units",,,38.198,,
"CRI","Costa Rica","GHG","Greenhouse gases","AGR_P","3 - Agriculture (%)","1994","1994","PC","Percentage","0","Units",,,34.528,,
"CRI","Costa Rica","GHG","Greenhouse gases","AGR_P","3 - Agriculture (%)","1995","1995","PC","Percentage","0","Units",,,33.126,,
"CRI","Costa Rica","GHG","Greenhouse gases","AGR_P","3 - Agriculture (%)","1996","1996","PC","Percentage","0","Units",,,32.625,,
"CRI","Costa Rica","GHG","Greenhouse gases","AGR_P","3 - Agriculture (%)","1997","1997","PC","Percentage","0","Units",,,33.415,,
"CRI","Costa Rica","GHG","Greenhouse gases","AGR_P","3 - Agriculture (%)","1998","1998","PC","Percentage","0","Units",,,30.821,,
"CRI","Costa Rica","GHG","Greenhouse gases","AGR_P","3 - Agriculture (%)","1999","1999","PC","Percentage","0","Units",,,29.905,,
"CRI","Costa Rica","GHG","Greenhouse gases","AGR_P","3 - Agriculture (%)","2000","2000","PC","Percentage","0","Units",,,29.162,,
"CRI","Costa Rica","GHG","Greenhouse gases","AGR_P","3 - Agriculture (%)","2001","2001","PC","Percentage","0","Units",,,27.837,,
"CRI","Costa Rica","GHG","Greenhouse gases","AGR_P","3 - Agriculture (%)","2002","2002","PC","Percentage","0","Units",,,27.649,,
"CRI","Costa Rica","GHG","Greenhouse gases","AGR_P","3 - Agriculture (%)","2003","2003","PC","Percentage","0","Units",,,26.68,,
"CRI","Costa Rica","GHG","Greenhouse gases","AGR_P","3 - Agriculture (%)","2004","2004","PC","Percentage","0","Units",,,26.671,,
"CRI","Costa Rica","GHG","Greenhouse gases","AGR_P","3 - Agriculture (%)","2005","2005","PC","Percentage","0","Units",,,25.742,,
"CRI","Costa Rica","GHG","Greenhouse gases","AGR_P","3 - Agriculture (%)","2006","2006","PC","Percentage","0","Units",,,24.017,,
"CRI","Costa Rica","GHG","Greenhouse gases","AGR_P","3 - Agriculture (%)","2007","2007","PC","Percentage","0","Units",,,22.846,,
"CRI","Costa Rica","GHG","Greenhouse gases","AGR_P","3 - Agriculture (%)","2008","2008","PC","Percentage","0","Units",,,22.621,,
"CRI","Costa Rica","GHG","Greenhouse gases","AGR_P","3 - Agriculture (%)","2009","2009","PC","Percentage","0","Units",,,23.704,,
"CRI","Costa Rica","GHG","Greenhouse gases","AGR_P","3 - Agriculture (%)","2010","2010","PC","Percentage","0","Units",,,23.711,,
"CRI","Costa Rica","GHG","Greenhouse gases","AGR_P","3 - Agriculture (%)","2011","2011","PC","Percentage","0","Units",,,23.211,,
"CRI","Costa Rica","GHG","Greenhouse gases","AGR_P","3 - Agriculture (%)","2012","2012","PC","Percentage","0","Units",,,23.117,,
"CRI","Costa Rica","GHG","Greenhouse gases","AGR_P","3 - Agriculture (%)","2013","2013","PC","Percentage","0","Units",,,21.669,,
"CRI","Costa Rica","GHG","Greenhouse gases","AGR_P","3 - Agriculture (%)","2014","2014","PC","Percentage","0","Units",,,20.526,,
"CRI","Costa Rica","GHG","Greenhouse gases","AGR_P","3 - Agriculture (%)","2015","2015","PC","Percentage","0","Units",,,21.072,,
"CRI","Costa Rica","GHG","Greenhouse gases","AGR_P","3 - Agriculture (%)","2016","2016","PC","Percentage","0","Units",,,20.489,,
"CRI","Costa Rica","GHG","Greenhouse gases","AGR_P","3 - Agriculture (%)","2017","2017","PC","Percentage","0","Units",,,20.464,,
"KOR","Korea","GHG","Greenhouse gases","WAS_P","5 - Waste (%)","1990","1990","PC","Percentage","0","Units",,,3.558,,
"KOR","Korea","GHG","Greenhouse gases","WAS_P","5 - Waste (%)","1991","1991","PC","Percentage","0","Units",,,3.694,,
"KOR","Korea","GHG","Greenhouse gases","WAS_P","5 - Waste (%)","1992","1992","PC","Percentage","0","Units",,,3.717,,
"KOR","Korea","GHG","Greenhouse gases","WAS_P","5 - Waste (%)","1993","1993","PC","Percentage","0","Units",,,3.57,,
"KOR","Korea","GHG","Greenhouse gases","WAS_P","5 - Waste (%)","1994","1994","PC","Percentage","0","Units",,,3.586,,
"KOR","Korea","GHG","Greenhouse gases","WAS_P","5 - Waste (%)","1995","1995","PC","Percentage","0","Units",,,3.647,,
"KOR","Korea","GHG","Greenhouse gases","WAS_P","5 - Waste (%)","1996","1996","PC","Percentage","0","Units",,,3.528,,
"KOR","Korea","GHG","Greenhouse gases","WAS_P","5 - Waste (%)","1997","1997","PC","Percentage","0","Units",,,3.449,,
"KOR","Korea","GHG","Greenhouse gases","WAS_P","5 - Waste (%)","1998","1998","PC","Percentage","0","Units",,,3.734,,
"KOR","Korea","GHG","Greenhouse gases","WAS_P","5 - Waste (%)","1999","1999","PC","Percentage","0","Units",,,3.608,,
"KOR","Korea","GHG","Greenhouse gases","WAS_P","5 - Waste (%)","2000","2000","PC","Percentage","0","Units",,,3.761,,
"KOR","Korea","GHG","Greenhouse gases","WAS_P","5 - Waste (%)","2001","2001","PC","Percentage","0","Units",,,3.842,,
"KOR","Korea","GHG","Greenhouse gases","WAS_P","5 - Waste (%)","2002","2002","PC","Percentage","0","Units",,,3.489,,
"KOR","Korea","GHG","Greenhouse gases","WAS_P","5 - Waste (%)","2003","2003","PC","Percentage","0","Units",,,3.441,,
"KOR","Korea","GHG","Greenhouse gases","WAS_P","5 - Waste (%)","2004","2004","PC","Percentage","0","Units",,,3.187,,
"KOR","Korea","GHG","Greenhouse gases","WAS_P","5 - Waste (%)","2005","2005","PC","Percentage","0","Units",,,3.001,,
"KOR","Korea","GHG","Greenhouse gases","WAS_P","5 - Waste (%)","2006","2006","PC","Percentage","0","Units",,,3.016,,
"KOR","Korea","GHG","Greenhouse gases","WAS_P","5 - Waste (%)","2007","2007","PC","Percentage","0","Units",,,2.73,,
"KOR","Korea","GHG","Greenhouse gases","WAS_P","5 - Waste (%)","2008","2008","PC","Percentage","0","Units",,,2.628,,
"KOR","Korea","GHG","Greenhouse gases","WAS_P","5 - Waste (%)","2009","2009","PC","Percentage","0","Units",,,2.601,,
"KOR","Korea","GHG","Greenhouse gases","WAS_P","5 - Waste (%)","2010","2010","PC","Percentage","0","Units",,,2.34,,
"KOR","Korea","GHG","Greenhouse gases","WAS_P","5 - Waste (%)","2011","2011","PC","Percentage","0","Units",,,2.34,,
"KOR","Korea","GHG","Greenhouse gases","WAS_P","5 - Waste (%)","2012","2012","PC","Percentage","0","Units",,,2.345,,
"KOR","Korea","GHG","Greenhouse gases","WAS_P","5 - Waste (%)","2013","2013","PC","Percentage","0","Units",,,2.346,,
"KOR","Korea","GHG","Greenhouse gases","WAS_P","5 - Waste (%)","2014","2014","PC","Percentage","0","Units",,,2.29,,
"KOR","Korea","GHG","Greenhouse gases","WAS_P","5 - Waste (%)","2015","2015","PC","Percentage","0","Units",,,2.438,,
"KOR","Korea","GHG","Greenhouse gases","WAS_P","5 - Waste (%)","2016","2016","PC","Percentage","0","Units",,,2.477,,
"KOR","Korea","GHG","Greenhouse gases","WAS_P","5 - Waste (%)","2017","2017","PC","Percentage","0","Units",,,2.475,,
"KOR","Korea","GHG","Greenhouse gases","WAS_P","5 - Waste (%)","2018","2018","PC","Percentage","0","Units",,,2.396,,
"KOR","Korea","GHG","Greenhouse gases","WAS_P","5 - Waste (%)","2019","2019","PC","Percentage","0","Units",,,2.355,,
"KOR","Korea","GHG","Greenhouse gases","WAS_P","5 - Waste (%)","2020","2020","PC","Percentage","0","Units",,,2.549,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_P","1 - Energy (%)","1990","1990","PC","Percentage","0","Units",,,63.562,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_P","1 - Energy (%)","1991","1991","PC","Percentage","0","Units",,,63.486,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_P","1 - Energy (%)","1992","1992","PC","Percentage","0","Units",,,64.487,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_P","1 - Energy (%)","1993","1993","PC","Percentage","0","Units",,,65.13,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_P","1 - Energy (%)","1994","1994","PC","Percentage","0","Units",,,65.419,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_P","1 - Energy (%)","1995","1995","PC","Percentage","0","Units",,,66.988,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_P","1 - Energy (%)","1996","1996","PC","Percentage","0","Units",,,68.769,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_P","1 - Energy (%)","1997","1997","PC","Percentage","0","Units",,,70.351,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_P","1 - Energy (%)","1998","1998","PC","Percentage","0","Units",,,69.857,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_P","1 - Energy (%)","1999","1999","PC","Percentage","0","Units",,,69.769,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_P","1 - Energy (%)","2000","2000","PC","Percentage","0","Units",,,72.276,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_P","1 - Energy (%)","2001","2001","PC","Percentage","0","Units",,,71.211,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_P","1 - Energy (%)","2002","2002","PC","Percentage","0","Units",,,72.108,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_P","1 - Energy (%)","2003","2003","PC","Percentage","0","Units",,,72.328,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_P","1 - Energy (%)","2004","2004","PC","Percentage","0","Units",,,71.973,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_P","1 - Energy (%)","2005","2005","PC","Percentage","0","Units",,,72.423,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_P","1 - Energy (%)","2006","2006","PC","Percentage","0","Units",,,72.768,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_P","1 - Energy (%)","2007","2007","PC","Percentage","0","Units",,,74.429,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_P","1 - Energy (%)","2008","2008","PC","Percentage","0","Units",,,74.218,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_P","1 - Energy (%)","2009","2009","PC","Percentage","0","Units",,,74.116,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_P","1 - Energy (%)","2010","2010","PC","Percentage","0","Units",,,72.187,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_P","1 - Energy (%)","2011","2011","PC","Percentage","0","Units",,,72.318,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_P","1 - Energy (%)","2012","2012","PC","Percentage","0","Units",,,71.765,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_P","1 - Energy (%)","2013","2013","PC","Percentage","0","Units",,,70.047,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_P","1 - Energy (%)","2014","2014","PC","Percentage","0","Units",,,71.103,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_P","1 - Energy (%)","2015","2015","PC","Percentage","0","Units",,,72.004,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_P","1 - Energy (%)","2016","2016","PC","Percentage","0","Units",,,72.189,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_P","1 - Energy (%)","2017","2017","PC","Percentage","0","Units",,,72.349,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_P","1 - Energy (%)","2018","2018","PC","Percentage","0","Units",,,71.382,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_P","1 - Energy (%)","2019","2019","PC","Percentage","0","Units",,,71.862,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_P","1 - Energy (%)","2020","2020","PC","Percentage","0","Units",,,69.957,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_P","1 - Energy (%)","2021","2021","PC","Percentage","0","Units",,,71.313,,
"IRL","Ireland","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1990","1990","IDX","Index","0","Units",,,100,,
"IRL","Ireland","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1991","1991","IDX","Index","0","Units",,,102.216,,
"IRL","Ireland","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1992","1992","IDX","Index","0","Units",,,101.672,,
"IRL","Ireland","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1993","1993","IDX","Index","0","Units",,,102.343,,
"IRL","Ireland","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1994","1994","IDX","Index","0","Units",,,105.749,,
"IRL","Ireland","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1995","1995","IDX","Index","0","Units",,,108.829,,
"IRL","Ireland","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1996","1996","IDX","Index","0","Units",,,113.735,,
"IRL","Ireland","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1997","1997","IDX","Index","0","Units",,,117.789,,
"IRL","Ireland","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1998","1998","IDX","Index","0","Units",,,123.569,,
"IRL","Ireland","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1999","1999","IDX","Index","0","Units",,,128.824,,
"IRL","Ireland","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2000","2000","IDX","Index","0","Units",,,137.35,,
"IRL","Ireland","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2001","2001","IDX","Index","0","Units",,,144.509,,
"IRL","Ireland","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2002","2002","IDX","Index","0","Units",,,139.877,,
"IRL","Ireland","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2003","2003","IDX","Index","0","Units",,,138.67,,
"IRL","Ireland","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2004","2004","IDX","Index","0","Units",,,140.135,,
"IRL","Ireland","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2005","2005","IDX","Index","0","Units",,,146.174,,
"IRL","Ireland","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2006","2006","IDX","Index","0","Units",,,144.499,,
"IRL","Ireland","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2007","2007","IDX","Index","0","Units",,,144.68,,
"IRL","Ireland","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2008","2008","IDX","Index","0","Units",,,143.766,,
"IRL","Ireland","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2009","2009","IDX","Index","0","Units",,,128.031,,
"IRL","Ireland","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2010","2010","IDX","Index","0","Units",,,126.86,,
"IRL","Ireland","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2011","2011","IDX","Index","0","Units",,,115.517,,
"IRL","Ireland","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2012","2012","IDX","Index","0","Units",,,116.035,,
"IRL","Ireland","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2013","2013","IDX","Index","0","Units",,,113.166,,
"IRL","Ireland","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2014","2014","IDX","Index","0","Units",,,111.865,,
"IRL","Ireland","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2015","2015","IDX","Index","0","Units",,,117.527,,
"IRL","Ireland","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2016","2016","IDX","Index","0","Units",,,122.539,,
"IRL","Ireland","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2017","2017","IDX","Index","0","Units",,,118.619,,
"IRL","Ireland","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2018","2018","IDX","Index","0","Units",,,118.419,,
"IRL","Ireland","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2019","2019","IDX","Index","0","Units",,,113.299,,
"IRL","Ireland","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2020","2020","IDX","Index","0","Units",,,106.615,,
"IRL","Ireland","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2021","2021","IDX","Index","0","Units",,,113.972,,
"CHL","Chile","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1990","1990","IDX","Index","0","Units",,,100,,
"CHL","Chile","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1991","1991","IDX","Index","0","Units",,,95.355,,
"CHL","Chile","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1992","1992","IDX","Index","0","Units",,,100.471,,
"CHL","Chile","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1993","1993","IDX","Index","0","Units",,,108.093,,
"CHL","Chile","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1994","1994","IDX","Index","0","Units",,,115.524,,
"CHL","Chile","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1995","1995","IDX","Index","0","Units",,,124.806,,
"CHL","Chile","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1996","1996","IDX","Index","0","Units",,,142.158,,
"CHL","Chile","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1997","1997","IDX","Index","0","Units",,,160.75,,
"CHL","Chile","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1998","1998","IDX","Index","0","Units",,,164.03,,
"CHL","Chile","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1999","1999","IDX","Index","0","Units",,,172.561,,
"CHL","Chile","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2000","2000","IDX","Index","0","Units",,,163.553,,
"CHL","Chile","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2001","2001","IDX","Index","0","Units",,,157.286,,
"CHL","Chile","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2002","2002","IDX","Index","0","Units",,,159.362,,
"CHL","Chile","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2003","2003","IDX","Index","0","Units",,,163.156,,
"CHL","Chile","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2004","2004","IDX","Index","0","Units",,,178.296,,
"CHL","Chile","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2005","2005","IDX","Index","0","Units",,,180.414,,
"CHL","Chile","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2006","2006","IDX","Index","0","Units",,,184.437,,
"CHL","Chile","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2007","2007","IDX","Index","0","Units",,,213.534,,
"CHL","Chile","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2008","2008","IDX","Index","0","Units",,,217.984,,
"CHL","Chile","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2009","2009","IDX","Index","0","Units",,,208.674,,
"CHL","Chile","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2010","2010","IDX","Index","0","Units",,,208.021,,
"CHL","Chile","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2011","2011","IDX","Index","0","Units",,,235.583,,
"CHL","Chile","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2012","2012","IDX","Index","0","Units",,,250.549,,
"CHL","Chile","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2013","2013","IDX","Index","0","Units",,,244.834,,
"CHL","Chile","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2014","2014","IDX","Index","0","Units",,,233.537,,
"CHL","Chile","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2015","2015","IDX","Index","0","Units",,,251.352,,
"CHL","Chile","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2016","2016","IDX","Index","0","Units",,,262.998,,
"CHL","Chile","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2017","2017","IDX","Index","0","Units",,,263.851,,
"CHL","Chile","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2018","2018","IDX","Index","0","Units",,,265.808,,
"CHL","Chile","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2019","2019","IDX","Index","0","Units",,,267.446,,
"CHL","Chile","CO2","Carbon dioxide","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2020","2020","IDX","Index","0","Units",,,252.324,,
"DEU","Germany","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","1990","1990","PC","Percentage","0","Units",,,14.839,,
"DEU","Germany","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","1991","1991","PC","Percentage","0","Units",,,13.621,,
"DEU","Germany","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","1992","1992","PC","Percentage","0","Units",,,13.285,,
"DEU","Germany","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","1993","1993","PC","Percentage","0","Units",,,12.437,,
"DEU","Germany","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","1994","1994","PC","Percentage","0","Units",,,12.486,,
"DEU","Germany","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","1995","1995","PC","Percentage","0","Units",,,12.863,,
"DEU","Germany","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","1996","1996","PC","Percentage","0","Units",,,11.855,,
