,Low,Q2,Q3,Q4,High,Total
Small,220.765625,100.265625,94.234375,89.828125,115.109375,620.203125
Q2,143.46875,83.8125,77.109375,74.63492063492063,83.9375,462.9630456349206
Q3,102.6875,67.40625,70.21875,67.78125,70.4920634920635,378.5858134920635
Q4,80.296875,66.515625,64.328125,64.84375,62.59375,338.578125
Big,63.609375,72.65625,62.328125,55.09375,55.390625,309.078125
Total,610.828125,390.65625,368.21875,352.1817956349206,387.5233134920635,2109.408234126984
