year,month,R_F,R_MKT,R_ME,R_IA,R_ROE,R_EG
2013,3,0.0041,4.0326,1.0729,1.2920,0.5017,-1.1599
2013,4,0.0037,1.5535,-2.8649,0.1008,-1.0490,-0.2357
2013,5,0.0012,2.8025,3.5114,-1.6629,-0.4309,-1.4110
2013,6,0.0013,-1.1912,0.7559,0.7117,-0.1152,0.5685
2013,7,0.0009,5.6427,2.0960,0.6492,-0.4789,-1.1328
2013,8,0.0009,-2.7040,-0.2103,-1.7886,0.5747,0.1682
2013,9,0.0008,3.7669,2.4501,-0.7386,-0.9744,-1.0177
2013,10,0.0017,4.1694,-1.6177,1.1612,1.3370,0.7863
2013,11,0.0032,3.1224,1.9293,0.0148,1.5473,1.2033
2013,12,0.0023,2.8045,-0.4381,0.7392,-0.1739,-1.7669
2014,1,0.0012,-3.3179,0.3303,-0.2918,-2.3112,0.3524
2014,2,0.0045,4.6488,-0.3064,-0.6297,-1.4762,-0.0337
2014,3,0.0028,0.4311,-0.1623,2.7038,1.7701,1.5414
2014,4,0.0015,-0.1880,-4.6866,0.8015,1.0756,0.6810
2014,5,0.0008,2.0607,-2.0366,-0.9378,-0.6562,0.5021
2014,6,0.0020,2.6074,2.2426,-2.6584,-2.5842,0.2611
2014,7,0.0013,-2.0368,-3.5626,0.7158,1.1954,1.1861
2014,8,0.0003,4.2324,0.4495,-0.9247,0.1376,0.2330
2014,9,0.0004,-1.9686,-3.1026,-0.3101,3.0633,2.1813
2014,10,0.0012,2.5117,3.6151,0.5283,1.6899,-0.1430
2014,11,-0.0001,2.5493,-1.9772,0.3424,2.5253,0.4379
2014,12,0.0005,-0.0597,2.7694,0.4723,-0.6556,0.2922
2015,1,0.0013,-3.0996,-1.5792,-1.0729,-0.3707,1.4070
2015,2,-0.0021,6.1287,0.8160,-1.3938,0.0837,-0.9869
2015,3,-0.0008,-1.1024,2.8163,-0.2615,0.8338,-0.0343
2015,4,0.0029,0.5888,-3.7918,-0.8011,-2.1972,-0.2130
2015,5,-0.0005,1.3630,1.7350,-0.6120,1.4466,0.2982
2015,6,0.0004,-1.5261,2.8606,-2.4461,1.2477,-0.7143
2015,7,-0.0037,1.5493,-4.0748,-2.7296,4.3509,2.6210
2015,8,0.0027,-6.0238,0.5006,1.1632,0.7598,0.2715
2015,9,-0.0006,-3.0659,-3.3796,0.3072,4.2729,3.4955
2015,10,-0.0027,7.7467,-2.7651,0.6524,-2.3140,1.0301
2015,11,0.0020,0.5651,3.4655,-0.5479,-1.7097,0.5036
2015,12,0.0103,-2.1653,-2.0946,0.3280,2.9435,3.3512
2016,1,0.0037,-5.7545,-2.8171,2.7736,5.3293,4.7582
2016,2,0.0205,-0.0702,0.4861,1.7188,2.0303,-0.1001
2016,3,0.0190,6.9517,1.0386,-0.7057,-2.1273,-2.7537
2016,4,0.0051,0.9148,0.1069,1.2916,-7.2338,-5.1843
2016,5,0.0115,1.7705,-0.5010,-2.2596,0.9368,2.2734
2016,6,0.0188,-0.0432,-0.3369,0.4911,0.2730,-0.8152
2016,7,0.0171,3.9526,2.3302,-2.1903,-0.5211,2.0806
2016,8,0.0165,0.4962,0.9735,-0.2318,-2.3925,-0.3057
2016,9,0.0219,0.2631,1.0162,0.2096,-3.0780,-0.8980
2016,10,0.0168,-2.0197,-3.4301,0.8690,3.0152,2.0304
2016,11,0.0136,4.8630,6.5782,2.9780,-0.9710,-2.4899
2016,12,0.0239,1.8164,0.6324,-0.2455,1.5371,0.8781
2017,1,0.0358,1.9370,-1.8672,-2.0241,-1.3102,0.6218
2017,2,0.0364,3.5584,-1.6698,-2.2401,2.0078,2.4406
2017,3,0.0353,0.1670,1.2536,-1.2934,1.9001,1.1901
2017,4,0.0537,1.0875,0.6004,-1.5686,1.0154,1.6122
2017,5,0.0614,1.0635,-2.5720,-1.5590,1.3157,2.6350
2017,6,0.0617,0.7961,3.0521,-0.5345,-1.3137,-1.8924
2017,7,0.0722,1.8659,-1.1236,-0.4271,1.5283,1.0275
2017,8,0.0827,0.1618,-1.4574,-2.8822,0.3922,1.5105
2017,9,0.0944,2.5060,4.9120,3.1438,0.4345,-1.7530
2017,10,0.0840,2.2515,-1.3342,-3.3036,1.3833,2.8975
2017,11,0.0826,3.1198,0.2129,-0.4942,1.8838,1.1959
2017,12,0.0884,1.0534,-0.9099,1.7421,0.3374,-1.0759
2018,1,0.1121,5.5760,-2.7684,-1.2930,-1.2809,2.6048
2018,2,0.1073,-3.6447,0.1829,-1.6974,-0.7708,4.4591
2018,3,0.0261,-2.2549,2.8006,-0.1118,0.1524,0.4776
2018,4,0.1433,0.2834,0.2773,1.5885,-0.0349,-0.8631
2018,5,0.1401,2.6476,4.9662,-0.9604,-1.7579,2.3034
2018,6,0.1408,0.4891,0.6131,-0.3933,1.4069,0.0967
2018,7,0.1558,3.1971,-1.3016,0.4683,1.9789,1.4037
2018,8,0.1575,3.4468,1.5026,-2.4114,0.3614,4.3046
2018,9,0.1490,0.0593,-3.0996,1.4520,0.7173,1.0672
2018,10,0.1890,-7.6459,-4.7534,4.1692,1.2685,-0.7547
2018,11,0.1795,1.7068,-0.7820,-0.9846,0.6952,2.7574
2018,12,0.1930,-9.5424,-3.0373,-0.8462,1.2795,2.5220
2019,1,0.1920,8.4095,2.0485,-1.0005,-3.9559,-7.1401
2019,2,0.1809,3.3945,1.1896,-2.5924,0.5313,1.3959
2019,3,0.1935,1.1000,-3.4466,-0.4942,0.1059,0.6733
2019,4,0.2125,3.9607,-0.2476,-2.4180,1.8306,1.0912
2019,5,0.1983,-6.9254,-1.9156,1.5264,0.6444,0.1716
2019,6,0.1853,6.9269,-0.4309,-0.2660,-0.1359,-0.2662
2019,7,0.1783,1.2213,-1.6326,0.1743,0.4843,1.2341
2019,8,0.1908,-2.6018,-4.2154,-1.0234,1.8878,1.4913
2019,9,0.1787,1.4293,1.4289,2.9672,1.7225,-1.8185
2019,10,0.1531,2.0629,0.8208,-0.6402,0.8429,1.9502
2019,11,0.1197,3.8677,0.0019,-1.0324,-1.3056,-0.6328
2019,12,0.1431,2.7631,1.2791,1.7690,-1.2520,-0.6206
2020,1,0.1164,-0.0918,-4.7599,-2.4186,-0.4340,2.4445
2020,2,0.1208,-8.1285,-1.3419,-2.1767,-0.5082,1.4314
2020,3,0.1268,-13.3781,-8.4139,2.1173,5.8288,11.8761
2020,4,0.0003,13.5918,3.2906,-0.1783,-2.1253,-2.9684
2020,5,0.0059,5.5830,2.4993,-3.6764,-0.5798,0.6878
2020,6,0.0111,2.4608,2.2963,0.2683,1.1718,1.6921
2020,7,0.0096,5.7699,-1.2856,-1.3374,3.3380,1.4232
2020,8,0.0079,7.6260,-2.0521,-3.0065,-0.7135,-1.6874
2020,9,0.0076,-3.6283,0.6347,-2.5151,1.1429,0.8538
2020,10,0.0073,-2.1002,2.5852,-0.2991,-2.6977,0.0617
2020,11,0.0066,12.4684,4.1686,3.1050,-14.3550,-9.7563
2020,12,0.0060,4.6321,4.2033,-2.7493,-4.0210,-1.1251
2021,1,0.0046,-0.0212,8.2178,6.4689,-1.9859,-7.1944
2021,2,0.0045,2.7769,4.3453,-0.6264,-6.1783,-5.8242
2021,3,0.0027,3.0849,-0.6556,4.7173,4.4184,-1.5273
2021,4,0.0014,4.9228,-3.0496,-3.3369,2.2146,2.2226
2021,5,0.0005,0.2877,1.4392,4.5591,2.3724,-1.5753
2021,6,0.0004,2.7505,-0.1316,-2.5953,-1.3245,3.5564
2021,7,0.0031,1.2652,-3.0530,-1.5062,7.4792,5.2490
2021,8,0.0049,2.9065,-0.7272,-2.1892,1.2550,2.2517
2021,9,0.0033,-4.3671,0.7380,3.3074,-1.7797,-4.7938
2021,10,0.0037,6.6487,-2.0151,-2.2654,3.2909,3.5348
2021,11,0.0044,-1.5459,-0.6292,-0.4569,8.3789,4.7850
2021,12,0.0067,3.1005,-0.5416,5.2366,3.8230,1.1799
2022,1,0.0044,-6.2481,-3.7454,10.4429,0.7748,-3.4199
2022,2,0.0028,-2.2805,3.2417,3.9305,-2.2584,-4.2678
2022,3,0.0060,3.0566,-1.8113,3.3117,-0.0987,-1.4433
2022,4,0.0037,-9.4436,0.8986,6.0424,4.6941,-0.0118
2022,5,0.0307,-0.3407,0.8230,5.7417,1.0855,1.3569
2022,6,0.0567,-8.4238,0.7304,-5.6444,1.0413,1.3748
2022,7,0.0812,9.5561,0.2718,-5.5565,-2.0450,2.3606
2022,8,0.1901,-3.7707,1.3960,2.8829,-2.8215,-3.3590
2022,9,0.1929,-9.3464,-1.7137,-0.2636,1.0989,1.7873
2022,10,0.2327,7.8335,4.6727,7.4759,5.4532,-0.9368
2022,11,0.2856,4.6103,-2.3298,2.1129,2.4681,1.3507
2022,12,0.3379,-6.4062,0.3374,3.9261,-0.4648,-0.4815
2023,1,0.3506,6.6413,4.7212,-5.4106,-4.2423,-2.1437
2023,2,0.3450,-2.5855,-0.1341,-1.3265,2.9398,2.0042
2023,3,0.3638,2.4564,-7.7416,-3.2627,1.1173,6.2793
2023,4,0.3640,0.5939,-1.9389,3.1023,-1.0657,-0.7091
2023,5,0.3662,0.3413,-1.7843,-6.9683,-1.2287,1.6535
2023,6,0.4078,6.4559,2.7420,-1.5359,4.5498,0.4194
2023,7,0.4391,3.2234,1.6394,-0.1962,-0.5115,-0.7733
2023,8,0.4537,-2.3874,-2.4532,-1.2340,5.0483,5.1348
2023,9,0.4267,-5.2386,-0.1177,-0.4879,3.3773,2.7151
2023,10,0.4715,-3.1784,-2.6286,-0.4588,5.6473,4.6182
2023,11,0.4424,8.8639,-0.7638,-2.3272,-3.6413,-2.6912
2023,12,0.4266,4.8696,5.2012,0.2133,-4.1255,-4.0302
2024,1,0.4729,0.7014,-4.8245,0.4218,1.9675,3.7863
2024,2,0.4224,5.0654,1.2192,-1.9735,0.0890,-1.9019
2024,3,0.4157,2.8403,-0.7905,0.4476,1.1306,-2.0875
2024,4,0.4864,-4.6870,-2.9976,-0.9161,1.7953,1.3054
2024,5,0.4415,4.3262,2.9438,-1.0645,4.5060,2.4258
2024,6,0.4125,2.7699,-4.8267,-0.5782,2.3517,4.9059
2024,7,0.4711,1.2169,7.5712,1.2441,-0.1571,-3.1322
2024,8,0.4419,1.6518,-4.0817,0.4687,1.8369,0.8116
2024,9,0.4619,1.6806,-1.1967,-0.0010,0.7408,-3.2810
2024,10,0.3907,-0.9701,-1.1261,-1.1676,-0.2314,-0.8335
2024,11,0.3955,6.5002,4.3985,-4.9491,-1.5370,-2.1420
2024,12,0.3663,-3.1637,-5.1564,-0.3684,-2.1442,4.9624
